ID DECLARATION;TYPE DECLARATION;SOUS TYPE DECLARATION;ADRESSE;CODE POSTAL;VILLE;ARRONDISSEMENT;CONSEIL DE QUARTIER;DATE DECLARATION;ANNEE DECLARATION;MOIS DECLARATION;OUTIL SOURCE;INTERVENANT;ID_DMR;geo_shape;geo_point_2d;mois_annee_decla
58187;Arbres, végétaux et animaux;Présence de rats;2 rue Cambronne, 75015 PARIS;75015;Paris 15;15;CAMBRONNE - GARIBALDI;2021-12-28;2021;12;Page DMR Paris.fr;DASES;S2021L058187;"{""coordinates"": [2.3013352936348066, 48.847412003034655], ""type"": ""Point""}";48.847412003034655,2.3013352936348066;2021-12
61338;Arbres, végétaux et animaux;Arbuste ou jardinière en mauvais état;297Z Rue de Belleville, 75019 PARIS;75019;Paris 19;19;PORTE DES LILAS;2021-12-29;2021;12;IOPage DMR Paris.fr application;;A2021L061338;"{""coordinates"": [2.4026569957931123, 48.87605699519931], ""type"": ""Point""}";48.87605699519931,2.4026569957931123;2021-12
28714;Arbres, végétaux et animaux;Arbuste ou jardinière en mauvais état;141 Rue Saint-Denis, 75002 PARIS;75001;Paris 1;2;MONTORGUEIL - SAINT-DENIS;2021-09-10;2021;9;Androï;;G2021I028714;"{""coordinates"": [2.3502051975668197, 48.86447999745745], ""type"": ""Point""}";48.86447999745745,2.3502051975668197;2021-09
418;Arbres, végétaux et animaux;Pied d'arbre:Grille d'arbre mal positionnée;61 avenue de Flandre, 75019 PARIS;75019;Paris 19;19;FLANDRE - AUBERVILLIERS;2022-01-01;2022;1;Androï;DPE-STPP-DT;G2022A000418;"{""coordinates"": [2.373301300199906, 48.888058000964094], ""type"": ""Point""}";48.888058000964094,2.373301300199906;2022-01
30232;Arbres, végétaux et animaux;Pied d'arbre:Débordement de terre sur un trottoir;13 rue Bernard Dimey, 75018 PARIS;75018;Paris 18;18;MOSKOWA - PORTE MONTMARTRE - PORTE DE CLIGNANCOURT;2021-09-10;2021;9;Page DMR Paris.fr;DEVE-SAB;S2021I030232;"{""coordinates"": [2.3310172990465103, 48.89693499510719], ""type"": ""Point""}";48.89693499510719,2.3310172990465103;2021-09
56311;Arbres, végétaux et animaux;Arbre dangereux ou en mauvais état;10 rue Ramus, 75020 PARIS;75020;Paris 20;20;GAMBETTA;2021-12-26;2021;12;Page DMR Paris.fr;DEVE-SAB;S2021L056311;"{""coordinates"": [2.3996768000963633, 48.86208000050312], ""type"": ""Point""}";48.86208000050312,2.3996768000963633;2021-12
57147;Arbres, végétaux et animaux;Présence de rats;38 Rue François Truffaut, 75012 PARIS;75012;Paris 12;12;BERCY;2021-12-27;2021;12;IOPage DMR Paris.fr application;DASES;A2021L057147;"{""coordinates"": [2.386178500002017, 48.83364000255833], ""type"": ""Point""}";48.83364000255833,2.386178500002017;2021-12
50672;Arbres, végétaux et animaux;Pied d'arbre:Grille d'arbre mal positionnée;90 avenue Gambetta, 75020 PARIS;75020;Paris 20;20;TELEGRAPHE - PELLEPORT - SAINT-FARGEAU;2021-08-25;2021;8;Page DMR Paris.fr;DPE-STPP-DT;S2021H050672;"{""coordinates"": [2.4030892934089083, 48.870020002916895], ""type"": ""Point""}";48.870020002916895,2.4030892934089083;2021-08
50758;Arbres, végétaux et animaux;Arbre dangereux ou en mauvais état;22 Avenue Emile Deschanel, 75007 PARIS;75007;Paris 7;7;GROS CAILLOU;2021-07-20;2021;7;Androï;DEVE-SAB;G2021G050758;"{""coordinates"": [2.302246796544983, 48.85483999606604], ""type"": ""Point""}";48.85483999606604,2.302246796544983;2021-07
8830;Arbres, végétaux et animaux;Herbes éparses;27Z villa Saint-Michel, 75018 PARIS;75018;Paris 18;18;GRANDES CARRIERES - CLICHY;2021-09-03;2021;9;Androï;DPE-STPP-DT;G2021I008830;"{""coordinates"": [2.3282865994732846, 48.889549996129], ""type"": ""Point""}";48.889549996129,2.3282865994732846;2021-09
47515;Arbres, végétaux et animaux;Herbes éparses;place Saint-Charles, 75015 PARIS;75015;Paris 15;15;EMERIAU - ZOLA;2021-12-21;2021;12;Back Office;DPE-STPP-DT;B2021L047515;"{""coordinates"": [2.2873234570093857, 48.8491877850135], ""type"": ""Point""}";48.8491877850135,2.2873234570093857;2021-12
47521;Arbres, végétaux et animaux;Herbes éparses;78 rue de l'Eglise, 75015 PARIS;75015;Paris 15;15;VIOLET - COMMERCE;2021-12-21;2021;12;Back Office;DPE-STPP-DT;B2021L047521;"{""coordinates"": [2.2909965866102677, 48.842968127524735], ""type"": ""Point""}";48.842968127524735,2.2909965866102677;2021-12
33222;Arbres, végétaux et animaux;Herbes éparses;18 Avenue Marceau, 75008 PARIS;75016;Paris 16;16;CHAILLOT;2021-09-11;2021;9;IOPage DMR Paris.fr application;DPE-STPP-DT;A2021I033222;"{""coordinates"": [2.2995150060159415, 48.866424996618385], ""type"": ""Point""}";48.866424996618385,2.2995150060159415;2021-09
46088;Arbres, végétaux et animaux;Pied d'arbre:Débordement de terre sur un trottoir;4 Boulevard Morland, 75004 PARIS;75001;Paris 1;4;ARSENAL;2021-12-20;2021;12;IOPage DMR Paris.fr application;DEVE-SAB;A2021L046088;"{""coordinates"": [2.3652470038332893, 48.847976998725834], ""type"": ""Point""}";48.847976998725834,2.3652470038332893;2021-12
10004;Arbres, végétaux et animaux;Arbuste ou jardinière en mauvais état;227 Avenue Gambetta, 75020 PARIS;75020;Paris 20;20;TELEGRAPHE - PELLEPORT - SAINT-FARGEAU;2021-09-04;2021;9;IOPage DMR Paris.fr application;;A2021I010004;"{""coordinates"": [2.4055210025349565, 48.87489300263163], ""type"": ""Point""}";48.87489300263163,2.4055210025349565;2021-09
7327;Arbres, végétaux et animaux;Herbes éparses;2 Rue Narcisse Diaz, 75016 PARIS;75016;Paris 16;16;AUTEUIL SUD;2021-09-03;2021;9;IOPage DMR Paris.fr application;DPE-STPP-DT;A2021I007327;"{""coordinates"": [2.272239000724616, 48.84629399782839], ""type"": ""Point""}";48.84629399782839,2.272239000724616;2021-09
8847;Arbres, végétaux et animaux;Pied d'arbre:Élément de grille d'arbre manquant;62 Avenue Jean Moulin, 75014 PARIS;75014;Paris 14;14;JEAN MOULIN - PORTE D'ORLEANS;2021-09-03;2021;9;IOPage DMR Paris.fr application;DVD;A2021I008847;"{""coordinates"": [2.321085706240531, 48.8254499989626], ""type"": ""Point""}";48.8254499989626,2.321085706240531;2021-09
65949;Arbres, végétaux et animaux;Pied d'arbre:Grille d'arbre mal positionnée;1 rue Ordener, 75018 PARIS;75018;Paris 18;18;LA CHAPELLE - MARX DORMOY;2021-08-31;2021;8;Page DMR Paris.fr;DPE-STPP-DT;S2021H065949;"{""coordinates"": [2.3594686971146017, 48.89015599607124], ""type"": ""Point""}";48.89015599607124,2.3594686971146017;2021-08
54135;Arbres, végétaux et animaux;Pied d'arbre:Élément de grille d'arbre manquant;4 Place Félix Eboué, 75012 PARIS;75012;Paris 12;12;VALLEE DE FECAMP;2021-11-24;2021;11;IOPage DMR Paris.fr application;DVD;A2021K054135;"{""coordinates"": [2.395260596959104, 48.83921999681694], ""type"": ""Point""}";48.83921999681694,2.395260596959104;2021-11
64671;Arbres, végétaux et animaux;Herbes éparses;1910 Voie Georges Pompidou, 75016 PARIS;75016;Paris 16;16;AUTEUIL NORD;2021-08-30;2021;8;IOPage DMR Paris.fr application;DPE-STPP-DT;A2021H064671;"{""coordinates"": [2.2746543977642064, 48.847121999974334], ""type"": ""Point""}";48.847121999974334,2.2746543977642064;2021-08
58231;Arbres, végétaux et animaux;Présence de rats;8 rue Louis Ganne, 75020 PARIS;75020;Paris 20;20;GAMBETTA;2021-11-25;2021;11;Page DMR Paris.fr;DASES;S2021K058231;"{""coordinates"": [2.4104783989840497, 48.863409996383815], ""type"": ""Point""}";48.863409996383815,2.4104783989840497;2021-11
28153;Arbres, végétaux et animaux;Présence de rats;61 Rue Mouffetard, 75005 PARIS;75005;Paris 5;5;JARDIN DES PLANTES;2021-12-13;2021;12;Androï;DASES;G2021L028153;"{""coordinates"": [2.349750794466905, 48.8428499959511], ""type"": ""Point""}";48.8428499959511,2.349750794466905;2021-12
54054;Arbres, végétaux et animaux;Présence de rats;53 Rue Censier, 75005 PARIS;75005;Paris 5;5;JARDIN DES PLANTES;2021-08-26;2021;8;IOPage DMR Paris.fr application;DASES;A2021H054054;"{""coordinates"": [2.3501336997078175, 48.83939399561215], ""type"": ""Point""}";48.83939399561215,2.3501336997078175;2021-08
67613;Arbres, végétaux et animaux;Herbes éparses;97 Rue Pierre Joseph Desault, 75013 PARIS;75013;Paris 13;13;MASSENA - JEANNE D'ARC;2021-07-27;2021;7;IOPage DMR Paris.fr application;DPE-STPP-DT;A2021G067613;"{""coordinates"": [2.3788042048708165, 48.82126999919109], ""type"": ""Point""}";48.82126999919109,2.3788042048708165;2021-07
45038;Arbres, végétaux et animaux;Arbre dangereux ou en mauvais état;36 avenue d'Italie, 75013 PARIS;75013;Paris 13;13;NATIONALE - DEUX MOULINS;2021-12-20;2021;12;Androï;DEVE-SAB;G2021L045038;"{""coordinates"": [2.3561220056173102, 48.828922001744395], ""type"": ""Point""}";48.828922001744395,2.3561220056173102;2021-12
23971;Arbres, végétaux et animaux;Herbes éparses;14 Rue Gérard de Nerval, 75018 PARIS;75018;Paris 18;18;MOSKOWA - PORTE MONTMARTRE - PORTE DE CLIGNANCOURT;2021-09-08;2021;9;IOPage DMR Paris.fr application;DPE-STPP-DT;A2021I023971;"{""coordinates"": [2.334885105883845, 48.90030699462999], ""type"": ""Point""}";48.90030699462999,2.334885105883845;2021-09
11682;Arbres, végétaux et animaux;Pied d'arbre:Entourage d'arbre en mauvais état;29 Rue de la Grange aux Belles, 75010 PARIS;75010;Paris 10;10;GRANGE AUX BELLES - TERRAGE;2021-12-06;2021;12;Androï;DEVE-SAB;G2021L011682;"{""coordinates"": [2.3667268936285244, 48.87513699897556], ""type"": ""Point""}";48.87513699897556,2.3667268936285244;2021-12
66327;Arbres, végétaux et animaux;Arbuste ou jardinière en mauvais état;2 Rue du Chevalier de la Barre, 75018 PARIS;75018;Paris 18;18;MONTMARTRE;2021-07-26;2021;7;IOPage DMR Paris.fr application;;A2021G066327;"{""coordinates"": [2.3468501998142126, 48.887549998438104], ""type"": ""Point""}";48.887549998438104,2.3468501998142126;2021-07
20137;Arbres, végétaux et animaux;Arbre dangereux ou en mauvais état;1 villa Sainte-Croix, 75017 PARIS;75017;Paris 17;17;LA FOURCHE - GUY MOQUET;2021-06-08;2021;6;Page DMR Paris.fr;DEVE-SAB;S2021F020137;"{""coordinates"": [2.324237805589261, 48.893654003119984], ""type"": ""Point""}";48.893654003119984,2.324237805589261;2021-06
20156;Arbres, végétaux et animaux;Pied d'arbre:Élément de grille d'arbre manquant;1 Rue Davioud, 75016 PARIS;75016;Paris 16;16;MUETTE SUD;2021-06-08;2021;6;Androï;DVD;G2021F020156;"{""coordinates"": [2.272055000288115, 48.856499995642764], ""type"": ""Point""}";48.856499995642764,2.272055000288115;2021-06
16579;Arbres, végétaux et animaux;Pied d'arbre:Grille d'arbre mal positionnée;14 rue de la Chapelle, 75018 PARIS;75018;Paris 18;18;LA CHAPELLE - MARX DORMOY;2022-02-07;2022;2;Page DMR Paris.fr;DPE-STPP-DT;S2022B016579;"{""coordinates"": [2.3600911955394546, 48.891098001412736], ""type"": ""Point""}";48.891098001412736,2.3600911955394546;2022-02
22609;Arbres, végétaux et animaux;Pied d'arbre:Élément de grille d'arbre manquant;29 avenue Trudaine, 75009 PARIS;75009;Paris 9;9;ANVERS - MONTHOLON;2022-02-10;2022;2;Androï;DVD;G2022B022609;"{""coordinates"": [2.34316660336479, 48.881133996947526], ""type"": ""Point""}";48.881133996947526,2.34316660336479;2022-02
67832;Arbres, végétaux et animaux;Pied d'arbre:Entourage d'arbre en mauvais état;176 avenue d'Italie, 75013 PARIS;75013;Paris 13;13;ITALIE - PEUPLIERS - RUNGIS;2021-11-30;2021;11;Androï;DEVE-SAB;G2021K067832;"{""coordinates"": [2.3586347052431162, 48.82066299614703], ""type"": ""Point""}";48.82066299614703,2.3586347052431162;2021-11
11214;Arbres, végétaux et animaux;Arbuste ou jardinière en mauvais état;20 rue Edouard Lockroy, 75011 PARIS;75011;Paris 11;11;BELLEVILLE - SAINT-MAUR;2022-02-05;2022;2;Page DMR Paris.fr;;S2022B011214;"{""coordinates"": [2.3743057020641682, 48.866306001771484], ""type"": ""Point""}";48.866306001771484,2.3743057020641682;2022-02
1614;Arbres, végétaux et animaux;Arbre dangereux ou en mauvais état;13 avenue de la Porte d'Ivry, 75013 PARIS;75013;Paris 13;13;OLYMPIADES - CHOISY;2021-08-01;2021;8;Page DMR Paris.fr;DEVE-SAB;S2021H001614;"{""coordinates"": [2.3717148063963993, 48.82007199755825], ""type"": ""Point""}";48.82007199755825,2.3717148063963993;2021-08
12186;Arbres, végétaux et animaux;Arbre dangereux ou en mauvais état;5 Quai André Citroën, 75015 PARIS;75015;Paris 15;15;EMERIAU - ZOLA;2022-02-05;2022;2;Androï;DEVE-SAB;G2022B012186;"{""coordinates"": [2.2814584031801615, 48.84887300275463], ""type"": ""Point""}";48.84887300275463,2.2814584031801615;2022-02
52237;Arbres, végétaux et animaux;Arbre dangereux ou en mauvais état;81 Boulevard Saint-Marcel, 75013 PARIS;75013;Paris 13;13;SALPETRIERE - AUSTERLITZ;2021-11-23;2021;11;Androï;DEVE-SAB;G2021K052237;"{""coordinates"": [2.3527812989406254, 48.837000000854786], ""type"": ""Point""}";48.837000000854786,2.3527812989406254;2021-11
11440;Arbres, végétaux et animaux;Pied d'arbre:Élément de grille d'arbre manquant;123 Rue de Reuilly, 75012 PARIS;75012;Paris 12;12;BEL - AIR SUD;2022-02-05;2022;2;IOPage DMR Paris.fr application;DVD;A2022B011440;"{""coordinates"": [2.3952124062032762, 48.84074999742266], ""type"": ""Point""}";48.84074999742266,2.3952124062032762;2022-02
16862;Arbres, végétaux et animaux;Pied d'arbre:Débordement de terre sur un trottoir;21 Avenue Niel, 75017 PARIS;75017;Paris 17;17;COURCELLES - WAGRAM;2022-02-07;2022;2;IOPage DMR Paris.fr application;DEVE-SAB;A2022B016862;"{""coordinates"": [2.2948703965304356, 48.88055400295475], ""type"": ""Point""}";48.88055400295475,2.2948703965304356;2022-02
6779;Arbres, végétaux et animaux;Herbes éparses;51 rue Molitor, 75016 PARIS;75016;Paris 16;16;AUTEUIL SUD;2021-08-04;2021;8;Page DMR Paris.fr;DPE-STPP-DT;S2021H006779;"{""coordinates"": [2.2581477047507756, 48.84523800069052], ""type"": ""Point""}";48.84523800069052,2.2581477047507756;2021-08
51334;Arbres, végétaux et animaux;Herbes éparses;1 Boulevard Exelmans, 75016 PARIS;75016;Paris 16;16;AUTEUIL SUD;2021-11-23;2021;11;IOPage DMR Paris.fr application;DPE-STPP-DT;A2021K051334;"{""coordinates"": [2.266941999497927, 48.839755997829336], ""type"": ""Point""}";48.839755997829336,2.266941999497927;2021-11
23105;Arbres, végétaux et animaux;Arbre dangereux ou en mauvais état;92 Rue de Prony, 75017 PARIS;75017;Paris 17;17;COURCELLES - WAGRAM;2022-02-10;2022;2;IOPage DMR Paris.fr application;DEVE-SAB;A2022B023105;"{""coordinates"": [2.301877995371291, 48.88316299828818], ""type"": ""Point""}";48.88316299828818,2.301877995371291;2022-02
77193;Arbres, végétaux et animaux;Pied d'arbre:[] Grille d'arbre à curer;7 Rue Bernard Dimey, 75018 PARIS;75018;Paris 18;18;MOSKOWA - PORTE MONTMARTRE - PORTE DE CLIGNANCOURT;2022-06-29;2022;6;Androï;DPE-STPP-DT;G2022F077193;"{""coordinates"": [2.331578704331418, 48.89703799935608], ""type"": ""Point""}";48.89703799935608,2.331578704331418;2022-06
73583;Arbres, végétaux et animaux;Pied d'arbre:Pavage ou trottoir dégradé autour d'un arbre;166 Rue du Faubourg Saint-Martin, 75010 PARIS;75010;Paris 10;10;GRANGE AUX BELLES - TERRAGE;2022-06-27;2022;6;IOPage DMR Paris.fr application;DVD;A2022F073583;"{""coordinates"": [2.3612013027376686, 48.87698000040855], ""type"": ""Point""}";48.87698000040855,2.3612013027376686;2022-06
9087;Arbres, végétaux et animaux;Arbuste ou jardinière en mauvais état;1 Rue Tronchet, 75008 PARIS;75008;Paris 8;8;ELYSEES - MADELEINE;2021-12-05;2021;12;Androï;;G2021L009087;"{""coordinates"": [2.3249528004149824, 48.87076600183193], ""type"": ""Point""}";48.87076600183193,2.3249528004149824;2021-12
33482;Arbres, végétaux et animaux;Présence de rats;Pont de la Tournelle, 75004 PARIS;75005;Paris 5;5;SAINT - VICTOR;2022-02-15;2022;2;IOPage DMR Paris.fr application;DASES;A2022B033482;"{""coordinates"": [2.354508598847644, 48.85078399591165], ""type"": ""Point""}";48.85078399591165,2.354508598847644;2022-02
79008;Arbres, végétaux et animaux;Présence de rats;30  Rue des Archives, 75004 PARIS;75001;Paris 1;4;SAINT - GERVAIS;2022-06-29;2022;6;IOPage DMR Paris.fr application;DASES;A2022F079008;"{""coordinates"": [2.355299496811243, 48.858333998726145], ""type"": ""Point""}";48.858333998726145,2.355299496811243;2022-06
8376;Arbres, végétaux et animaux;Pied d'arbre:Grille d'arbre mal positionnée;3 Avenue Félix Faure, 75015 PARIS;75015;Paris 15;15;VIOLET - COMMERCE;2022-05-04;2022;5;Androï;DPE-STPP-DT;G2022E008376;"{""coordinates"": [2.291663205079251, 48.84256999595169], ""type"": ""Point""}";48.84256999595169,2.291663205079251;2022-05
18720;Arbres, végétaux et animaux;Pied d'arbre:[] Grille d'arbre impossible à caler;1 rue d'Alésia, 75014 PARIS;75014;Paris 14;14;MONTSOURIS - DAREAU;2022-05-08;2022;5;Page DMR Paris.fr;DVD;S2022E018720;"{""coordinates"": [2.341370604674205, 48.826404995088716], ""type"": ""Point""}";48.826404995088716,2.341370604674205;2022-05
9166;Arbres, végétaux et animaux;Arbre dangereux ou en mauvais état;88 Rue Pierre Nicole, 75005 PARIS;75005;Paris 5;5;VAL DE GRACE;2022-05-04;2022;5;IOPage DMR Paris.fr application;DEVE-SAB;A2022E009166;"{""coordinates"": [2.338509000609045, 48.83921999647152], ""type"": ""Point""}";48.83921999647152,2.338509000609045;2022-05
8478;Arbres, végétaux et animaux;Pied d'arbre:Végétation débordante en pied d'arbre;22 Rue André Bréchet, 75017 PARIS;75017;Paris 17;17;EPINETTES - BESSIERES;2022-05-04;2022;5;Androï;DPE-STPP-DT;G2022E008478;"{""coordinates"": [2.326882993339217, 48.89911000054558], ""type"": ""Point""}";48.89911000054558,2.326882993339217;2022-05
17426;Arbres, végétaux et animaux;Pied d'arbre:Végétation débordante en pied d'arbre;66 Boulevard de la Tour-Maubourg, 75007 PARIS;75007;Paris 7;7;INVALIDES;2022-05-07;2022;5;IOPage DMR Paris.fr application;DPE-STPP-DT;A2022E017426;"{""coordinates"": [2.3101182021617235, 48.85780999952919], ""type"": ""Point""}";48.85780999952919,2.3101182021617235;2022-05
20356;Arbres, végétaux et animaux;Herbes éparses;31 Rue de la Montagne de l'Esperou, 75015 PARIS;75015;Paris 15;15;CITROEN - BOUCICAUT;2022-05-09;2022;5;Androï;DPE-STPP-DT;G2022E020356;"{""coordinates"": [2.27674720665853, 48.84182999717324], ""type"": ""Point""}";48.84182999717324,2.27674720665853;2022-05
60072;Arbres, végétaux et animaux;Pied d'arbre:Élément de grille d'arbre manquant;17 Rue Froidevaux, 75014 PARIS;75014;Paris 14;14;MOUTON - DUVERNET;2022-01-26;2022;1;IOPage DMR Paris.fr application;DVD;A2022A060072;"{""coordinates"": [2.3292065016541716, 48.835113998620095], ""type"": ""Point""}";48.835113998620095,2.3292065016541716;2022-01
53063;Arbres, végétaux et animaux;Pied d'arbre:Élément de grille d'arbre manquant;4 Place Félix Eboué, 75012 PARIS;75012;Paris 12;12;VALLEE DE FECAMP;2021-11-23;2021;11;IOPage DMR Paris.fr application;DVD;A2021K053063;"{""coordinates"": [2.395390704806962, 48.839289995258774], ""type"": ""Point""}";48.839289995258774,2.395390704806962;2021-11
25093;Arbres, végétaux et animaux;Herbes éparses;40 Rue de Lyon, 75012 PARIS;75012;Paris 12;12;ALIGRE - GARE DE LYON;2022-05-10;2022;5;IOPage DMR Paris.fr application;DPE-STPP-DT;A2022E025093;"{""coordinates"": [2.371070095115103, 48.849630000107766], ""type"": ""Point""}";48.849630000107766,2.371070095115103;2022-05
4169;Arbres, végétaux et animaux;Présence de souris;26 rue de l'Yvette, 75016 PARIS;75016;Paris 16;16;AUTEUIL NORD;2022-02-02;2022;2;Page DMR Paris.fr;DASES;S2022B004169;"{""coordinates"": [2.266566305427589, 48.85343999504174], ""type"": ""Point""}";48.85343999504174,2.266566305427589;2022-02
24398;Arbres, végétaux et animaux;Arbre dangereux ou en mauvais état;2 avenue de Messine, 75008 PARIS;75008;Paris 8;8;MONCEAU;2022-05-10;2022;5;Androï;DEVE-SAB;G2022E024398;"{""coordinates"": [2.3154050018656758, 48.87556999783497], ""type"": ""Point""}";48.87556999783497,2.3154050018656758;2022-05
2668;Arbres, végétaux et animaux;Pied d'arbre:Grille d'arbre mal positionnée;96 rue Ordener, 75018 PARIS;75018;Paris 18;18;CLIGNANCOURT - JULES JOFFRIN;2022-02-02;2022;2;IOPage DMR Paris.fr application;DPE-STPP-DT;A2022B002668;"{""coordinates"": [2.3423545046805523, 48.89291400017265], ""type"": ""Point""}";48.89291400017265,2.3423545046805523;2022-02
72182;Arbres, végétaux et animaux;Pied d'arbre:Entourage d'arbre en mauvais état;1 Rue de l'Asile Popincourt, 75011 PARIS;75011;Paris 11;11;REPUBLIQUE - SAINT-AMBROISE;2022-01-31;2022;1;IOPage DMR Paris.fr application;DEVE-SAB;A2022A072182;"{""coordinates"": [2.3734076042421393, 48.85964599545138], ""type"": ""Point""}";48.85964599545138,2.3734076042421393;2022-01
3938;Arbres, végétaux et animaux;Herbes éparses;42b rue Leroy Dupré, 75012 PARIS;75012;Paris 12;12;BEL - AIR NORD;2021-12-02;2021;12;Page DMR Paris.fr;DPE-STPP-DT;S2021L003938;"{""coordinates"": [2.402090006041994, 48.84294000079507], ""type"": ""Point""}";48.84294000079507,2.402090006041994;2021-12
6840;Arbres, végétaux et animaux;Présence de rats;9 rue Ronsard, 75018 PARIS;75018;Paris 18;18;MONTMARTRE;2022-05-03;2022;5;Page DMR Paris.fr;DASES;S2022E006840;"{""coordinates"": [2.3445566037535293, 48.88541999838401], ""type"": ""Point""}";48.88541999838401,2.3445566037535293;2022-05
10527;Arbres, végétaux et animaux;Herbes éparses;160 Avenue de France, 75013 PARIS;75013;Paris 13;13;BIBLIOTHEQUE - SEINE;2021-12-06;2021;12;IOPage DMR Paris.fr application;DPE-STPP-DT;A2021L010527;"{""coordinates"": [2.3742625946509084, 48.8331950000071], ""type"": ""Point""}";48.8331950000071,2.3742625946509084;2021-12
49424;Arbres, végétaux et animaux;Herbes éparses;17 Rue Stéphane Grappelli, 75017 PARIS;75017;Paris 17;17;PEREIRE - MALESHERBES;2021-11-22;2021;11;Androï;DPE-STPP-DT;G2021K049424;"{""coordinates"": [2.30449319990356, 48.89274200269633], ""type"": ""Point""}";48.89274200269633,2.30449319990356;2021-11
51895;Arbres, végétaux et animaux;Pied d'arbre:Grille d'arbre mal positionnée;107 Boulevard de Charonne, 75011 PARIS;75011;Paris 11;11;NATION - ALEXANDRE DUMAS;2022-01-23;2022;1;IOPage DMR Paris.fr application;DPE-STPP-DT;A2022A051895;"{""coordinates"": [2.3946282958767267, 48.85606799619708], ""type"": ""Point""}";48.85606799619708,2.3946282958767267;2022-01
9007;Arbres, végétaux et animaux;Arbuste ou jardinière en mauvais état;163 Quai de Valmy, 75010 PARIS;75010;Paris 10;10;GRANGE AUX BELLES - TERRAGE;2022-02-04;2022;2;Androï;;G2022B009007;"{""coordinates"": [2.3662366942796536, 48.87880300113846], ""type"": ""Point""}";48.87880300113846,2.3662366942796536;2022-02
62012;Arbres, végétaux et animaux;Présence de rats;16 impasse Truillot, 75011 PARIS;75011;Paris 11;11;REPUBLIQUE - SAINT-AMBROISE;2021-11-27;2021;11;Page DMR Paris.fr;DASES;S2021K062012;"{""coordinates"": [2.3740594003507742, 48.860239998320985], ""type"": ""Point""}";48.860239998320985,2.3740594003507742;2021-11
7557;Arbres, végétaux et animaux;Présence de rats;151 avenue Jean Jaurès, 75019 PARIS;75019;Paris 19;19;MANIN - JAURES;2022-02-03;2022;2;Page DMR Paris.fr;DASES;S2022B007557;"{""coordinates"": [2.3858595054736944, 48.887049999053524], ""type"": ""Point""}";48.887049999053524,2.3858595054736944;2022-02
3772;Arbres, végétaux et animaux;Arbre dangereux ou en mauvais état;26 Rue Mouton-Duvernet, 75014 PARIS;75014;Paris 14;14;MOUTON - DUVERNET;2022-02-02;2022;2;Androï;DEVE-SAB;G2022B003772;"{""coordinates"": [2.3254181993872756, 48.83220999830384], ""type"": ""Point""}";48.83220999830384,2.3254181993872756;2022-02
33933;Arbres, végétaux et animaux;Pied d'arbre:Végétation débordante en pied d'arbre;6 Rue de Marivaux, 75002 PARIS;75009;Paris 9;9;OPERA - CHAUSSEE D'ANTIN;2021-11-15;2021;11;IOPage DMR Paris.fr application;DPE-STPP-DT;A2021K033933;"{""coordinates"": [2.338042494842817, 48.87168500070107], ""type"": ""Point""}";48.87168500070107,2.338042494842817;2021-11
53393;Arbres, végétaux et animaux;Arbre dangereux ou en mauvais état;12 rue de la Perle, 75003 PARIS;75001;Paris 1;3;ARCHIVES;2021-11-23;2021;11;IOPage DMR Paris.fr application;DEVE-SAB;A2021K053393;"{""coordinates"": [2.3616784023018944, 48.85970999573612], ""type"": ""Point""}";48.85970999573612,2.3616784023018944;2021-11
16080;Arbres, végétaux et animaux;Pied d'arbre:Végétation débordante en pied d'arbre;2 rue de la Moskova, 75018 PARIS;75018;Paris 18;18;MOSKOWA - PORTE MONTMARTRE - PORTE DE CLIGNANCOURT;2021-07-06;2021;7;Page DMR Paris.fr;DPE-STPP-DT;S2021G016080;"{""coordinates"": [2.335658803130867, 48.896682997099276], ""type"": ""Point""}";48.896682997099276,2.335658803130867;2021-07
55447;Arbres, végétaux et animaux;Pied d'arbre:Entourage d'arbre en mauvais état;16 Rue Armand Carrel, 75019 PARIS;75019;Paris 19;19;SECRETAN;2021-06-20;2021;6;IOPage DMR Paris.fr application;DEVE-SAB;A2021F055447;"{""coordinates"": [2.379743996294175, 48.88275999781459], ""type"": ""Point""}";48.88275999781459,2.379743996294175;2021-06
16153;Arbres, végétaux et animaux;Arbuste ou jardinière en mauvais état;54 Rue de la Fontaine au Roi, 75011 PARIS;75011;Paris 11;11;BELLEVILLE - SAINT-MAUR;2021-07-06;2021;7;IOPage DMR Paris.fr application;;A2021G016153;"{""coordinates"": [2.3732686030892727, 48.86812600313078], ""type"": ""Point""}";48.86812600313078,2.3732686030892727;2021-07
21490;Arbres, végétaux et animaux;Pied d'arbre:Grille d'arbre mal positionnée;209 Rue des Pyrénées, 75020 PARIS;75020;Paris 20;20;GAMBETTA;2021-07-08;2021;7;IOPage DMR Paris.fr application;DPE-STPP-DT;A2021G021490;"{""coordinates"": [2.399805796391305, 48.86269800095854], ""type"": ""Point""}";48.86269800095854,2.399805796391305;2021-07
51024;Arbres, végétaux et animaux;Arbuste ou jardinière en mauvais état;19b rue Pajol, 75018 PARIS;75018;Paris 18;18;LA CHAPELLE - MARX DORMOY;2021-06-18;2021;6;Page DMR Paris.fr;;S2021F051024;"{""coordinates"": [2.360842696000562, 48.88621499709773], ""type"": ""Point""}";48.88621499709773,2.360842696000562;2021-06
